,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity
53.737,419505,392990,488214,619824,416764,341889,427655,381708,390132,338012,371516,396928,425621,408764,326746,331746,274366,314472,313160,345848
53.742,414291,388445,482747,634127,413496,340307,430432,381038,388016,333489,365968,392812,423215,406360,328989,331201,275209,311826,308237,344305
53.746,409180,387047,473083,641666,410063,340094,434309,380715,386263,329996,361015,385395,425329,403309,331584,330762,275974,309301,303171,341847
53.750,409771,383577,467981,651752,406106,340659,437386,379275,384209,329921,361356,382747,423797,400604,332743,330476,275802,307658,304059,342366
53.754,412825,380205,468703,664924,402934,338775,441188,374745,384155,330115,368277,380695,422032,399035,337961,330926,273785,308392,306008,342530
53.758,412934,379781,468273,674840,406289,333665,445138,374070,383755,330559,370723,379080,421016,398515,343703,332313,275429,312409,304597,340365
53.763,406091,379786,464775,682442,408669,331964,451652,372294,380379,333604,366675,378747,418461,396110,346647,332095,278339,311991,306211,338574
53.767,400934,379157,462910,690017,405258,330981,456450,366931,378095,332092,365125,380311,418448,392948,351901,329856,278817,309106,306991,337292
53.771,402332,379604,461940,694626,400889,330086,457867,369655,379715,328308,365674,379819,417384,393118,357370,331431,279127,309889,303138,337428
53.775,406529,377180,454944,689687,400774,330977,453982,377677,381933,331218,361968,374669,413514,390349,359133,331960,281443,310589,300599,335970
53.779,408174,377419,451333,683152,403627,331722,449054,375721,382973,332083,359265,372939,413463,388586,359320,331577,285409,312454,302421,332604
53.783,407169,382030,451955,679718,403816,329739,447742,371370,384026,327693,359776,372905,418009,389219,356072,329479,286951,312579,304370,334277
53.788,404075,380609,449460,669537,401906,326478,444401,371365,382490,325922,358024,371679,419166,388092,356965,323943,289499,308386,304351,334788
53.792,400854,373822,444291,649448,399470,327069,439568,372436,377112,324316,359568,370725,416045,385733,361433,324606,293831,303029,300611,334242
53.796,396944,372203,443736,635740,396746,329793,436613,372855,379187,321702,360471,368304,415409,387553,366132,329548,294616,304696,298582,332960
53.800,392789,373733,445998,627928,395924,331685,435473,373152,384635,325181,359938,368942,416327,385688,367779,328906,292263,308843,298426,331346
53.804,392519,374215,446451,614001,397361,334233,434215,370262,383739,326946,359102,371556,414740,387005,366354,328088,293726,306026,301390,330883
53.808,396665,374329,445785,598046,394502,332707,432663,366676,378847,327384,361469,372205,414189,389696,360749,328018,294846,301653,304398,334621
53.813,399138,372195,444619,586076,389031,328426,428143,369849,375339,330442,363308,370721,412871,385600,356498,325442,293526,301664,300252,338305
53.817,400788,370948,443158,572234,389793,329659,424413,372238,376143,331568,362348,372674,412213,380835,351508,324720,292682,302495,294767,336638
53.821,398814,371793,442577,556582,398422,329276,421207,373125,382005,330931,359463,374301,414705,381443,345702,326139,291554,301809,294834,333071
53.825,392974,374363,446387,543091,402976,326602,420337,374877,383150,328914,356222,376290,418658,386252,340796,323846,291025,301269,294279,332764
53.829,390538,371818,447846,533080,403441,326163,417210,373846,383337,324049,355451,378645,422769,386725,338178,323321,291668,300552,294869,334553
53.833,396824,371530,447044,524141,402383,328096,414468,374173,384914,325162,360522,378009,423718,385499,338389,324725,290611,302392,295283,338642
53.837,404279,372549,446641,516170,401334,329247,411022,377649,386514,330111,366549,376362,422104,391424,337656,326350,289281,302282,294068,338833
53.842,407790,371507,450148,512733,398397,326623,405465,377656,386103,331167,367934,376148,422058,397254,334046,329864,290555,299885,292703,335871
53.846,405916,373008,450134,510983,396383,324401,405503,376164,388428,330610,365951,373849,426188,401275,330360,329402,290140,301038,293431,333596
53.850,404690,375916,452979,507028,399057,323379,411089,379477,391997,330116,368072,374554,432190,402180,329786,326205,289115,304461,294954,335939
53.854,407162,380223,458125,504006,403912,326821,410508,379920,393914,329502,369798,379300,433388,403718,327670,322893,286070,306303,293958,338379
53.858,410336,380127,463104,500591,404400,330343,405425,374942,393068,331646,365990,380905,436856,404900,323727,324367,281223,304890,294418,340989
53.862,412820,374826,464952,492506,403418,333751,404131,370961,394646,330174,361076,384316,441599,407406,321155,328673,278848,304965,297214,346571
53.867,415057,376680,467511,491822,399851,333365,401375,372856,395527,327069,361020,387062,441704,409037,321984,334336,280274,307814,296629,351029
53.871,414779,381911,469533,495031,397087,331349,396367,377214,395946,328455,366699,387314,435165,408336,319749,336724,281569,304650,294736,350276
53.875,413801,380710,472585,490195,399901,329102,396178,379242,398216,328382,369921,386419,436071,406481,317349,337222,280198,302856,294041,350417
53.879,412636,380420,471818,487560,408597,331542,391240,379960,402425,326371,366632,386944,440585,409449,316668,336090,278531,303695,294568,349666
53.883,412499,383636,469026,487924,410892,336117,390779,381917,404059,326658,364070,385439,436506,410721,315700,334291,278927,303429,295227,347623
53.888,416922,383594,469166,486939,409284,337714,399121,382226,401634,327821,367404,384901,431913,405809,312487,332328,276341,302363,294871,348492
53.892,417344,384011,469298,486943,412279,335366,401293,378460,400851,327971,370074,385348,431568,405597,310464,331605,272310,301179,294977,348449
53.896,416964,388239,473840,485188,414730,336605,397216,378485,401346,330284,369624,383277,430093,408245,311741,333204,272604,298592,297212,347676
53.900,420220,386401,479182,483335,416405,335352,396843,382101,398827,330467,367937,378112,425425,407978,310422,334191,275142,300209,297994,348176
53.904,420248,385154,475754,484036,415216,334013,399754,381565,395794,326102,365169,375179,421427,404039,310823,335387,275719,303419,299274,346650
53.908,416365,387986,473736,489843,414926,336235,398680,380425,392363,325726,364935,375261,418209,400530,311177,334819,277027,302422,300639,343230
53.913,412423,388283,474490,494700,413028,337968,396211,379957,385652,326100,364549,373554,417004,397535,308378,335955,273285,301604,300760,342898
53.917,410035,384375,472107,493332,408711,338796,398113,376150,381821,327179,360709,368513,416493,393146,308438,336951,268952,299285,298712,343943
53.921,407673,383124,467607,490299,408613,340481,396275,373701,384365,327943,358603,367131,415940,389636,310135,338166,270121,298432,299182,343580
53.925,402988,383615,463272,485875,406150,341289,393551,375689,384913,329417,358777,369914,413013,389185,314668,338679,272448,298487,297422,340247
53.929,402314,385008,460577,482408,401561,342366,393952,377706,381497,329197,357848,370225,409284,390232,314778,338882,272962,300640,294703,335425
53.933,402242,383322,458425,483749,401389,340297,396237,373843,380611,327421,356216,368223,407759,388859,310876,335928,272321,301843,295866,331510
53.938,402780,380742,454893,488116,403332,333327,399804,370475,379806,326800,358970,368171,409017,384754,310249,332733,271584,303316,302545,328967
53.942,399597,381991,449831,492795,402468,331242,403006,369323,373744,323556,360678,367256,409348,381988,312162,329387,270297,302849,303278,328323
53.946,394020,380515,448093,494469,398845,332328,400979,363351,371670,321255,356509,364357,405989,381552,309576,327627,268296,298831,300142,329268
53.950,394833,375989,449784,498416,394556,331681,395679,360618,375964,321826,354394,361509,403419,382244,306820,325388,267186,299326,300377,328478
53.954,395558,375449,446144,501917,392317,332844,394547,366474,376067,324538,352081,360879,401426,378247,306098,327106,270194,300992,301008,327167
53.958,390721,373454,446203,503932,390154,333022,397316,368849,372219,326357,347363,359698,399683,377020,306853,329637,269605,299974,299550,328478
53.962,387287,369497,446758,503105,391155,328691,399677,367909,372168,322763,345749,360208,401765,379728,306016,328781,267510,299277,302411,325490
53.967,386101,368541,442499,502478,389666,328831,399328,366057,373922,320251,346057,361412,404154,378826,307455,327376,271406,297197,304966,320978
53.971,389333,370190,439969,505753,383165,330459,398396,360666,371549,322862,345196,362324,404479,377029,308544,327698,270387,297655,304619,321090
53.975,390023,368050,439174,510137,381219,329223,398615,356914,370912,322115,348953,361346,401481,378648,306314,326037,268492,301558,301697,326195
53.979,387226,362461,435326,508805,380414,326545,400371,355943,371470,319957,349452,358241,395474,382482,307006,326581,269481,303415,300430,325773
53.983,387314,360118,431714,504502,381606,328216,403680,353593,368791,318056,346903,354392,397722,384986,312131,327390,270660,303907,301021,320033
53.987,386013,362605,430128,507047,385293,330626,408302,352036,368812,316847,342838,356994,403011,387403,314866,324203,271585,302876,298728,319428
53.992,383030,362923,432487,513060,388856,328090,410260,355194,369420,319357,342770,357663,401790,383193,311613,322895,271387,298074,295961,321986
53.996,380027,363752,434399,511972,387886,326273,409152,360445,371515,321679,344818,358227,399007,377867,310400,326433,273083,294838,296613,321571
54.000,378774,365729,435021,510511,385154,323026,409765,362301,376633,319854,344433,358252,401004,376961,312125,328200,274980,294980,298803,323185
54.004,381582,363991,433345,511681,385107,321493,411311,358566,378309,319795,344749,356807,405148,377297,313758,325387,275987,298329,298096,329621
54.008,384007,362517,431334,509547,386604,323687,408126,356402,375475,321779,345198,358369,407720,378911,311473,323758,275969,298689,299281,331905
54.013,385874,360997,433092,506108,383717,323088,405410,360140,371472,321730,348271,361077,405510,380225,311832,324149,273110,297971,300730,329133
54.017,386788,360711,435282,505846,382063,319743,405955,362806,370680,319048,350603,359526,403697,380652,319031,324028,272628,296638,301884,329758
54.021,384184,361588,438509,508147,385359,317687,406873,364272,372612,316544,349723,361463,405209,381747,321553,324584,276415,295986,301987,330905
54.025,382678,364620,441203,503780,384714,319937,407652,365962,373625,316567,350106,365814,407923,385769,317752,325627,277890,293533,301953,329987
54.029,383445,364886,438570,497070,383195,321726,410271,364851,376122,322620,352394,369157,416014,387956,315956,327036,276764,291054,301253,330400
54.033,386956,364939,438904,495582,382520,323337,407535,361911,377975,325656,352722,372807,418457,389140,317734,329415,275185,292929,301091,332303
54.038,387687,366243,442699,492963,385177,323358,403918,363731,376938,323582,350808,375678,416084,390993,317836,329993,277607,297928,300326,332976
54.042,387261,368807,445077,493263,387940,321551,403785,367320,380486,323771,351591,374603,417845,392186,317817,329581,279091,300974,300727,331264
54.046,386891,366854,443952,495651,389126,322018,401829,368119,389111,325101,355101,376880,423295,395475,320326,329721,277950,302014,299091,334064
54.050,388660,367549,443541,493788,389230,325769,400666,369473,393499,328837,359560,382456,428393,400279,318257,330986,273868,303222,298719,343438
54.054,395665,368981,446205,489968,394079,324115,403451,375862,392460,335490,360337,390086,432527,401425,312197,336704,271206,306562,301347,351395
54.058,400119,369547,453264,486789,402229,320535,400491,381538,392064,340183,364838,395664,436773,403841,311608,341280,271160,308648,303315,354308
54.063,401988,376242,456572,483879,406895,319061,396253,382119,398162,343804,373806,398570,441714,408556,311023,342156,270004,311133,306615,356803
54.067,404597,380477,460618,480017,413126,324785,394963,381362,408274,346156,382309,405289,443230,413020,309379,345826,270499,314080,312895,360411
54.071,406935,383171,463732,477755,419945,333066,392376,382556,411594,349553,389054,416844,446845,415049,309436,353519,268685,316262,319548,371892
54.075,413130,389224,472068,477641,424371,336947,391975,391285,413555,354018,395145,422276,457654,418396,313462,364049,267930,320583,325219,382766
54.079,419707,396467,479598,476726,434199,340637,395150,405222,420548,364488,400782,427470,469147,421757,310720,371173,269499,326893,327855,391386
54.083,423023,402764,486542,478494,449480,347685,394427,417252,427952,376640,406526,438720,476653,422759,305088,375154,271971,332424,329954,401573
54.087,429672,410670,496290,479277,465489,357762,391216,426412,436723,382443,415821,458504,486540,430182,303251,379147,271549,338933,336134,412772
54.092,438908,419145,509965,477257,480419,363640,389987,436263,443277,386926,428276,475313,496824,442532,305745,386977,268938,346456,342845,424705
54.096,446525,429409,522723,477563,493527,370600,391079,449692,452879,392714,435136,488619,502229,449016,307418,394345,266033,353486,344975,434805
54.100,453653,437654,533389,478709,508625,375403,390931,459172,465306,404043,440615,502962,504264,450017,305392,403222,266720,363732,350403,443659
54.104,461029,443974,540646,477723,524804,379393,392188,469998,474172,412030,451560,518264,510363,450730,304231,410192,268396,370902,360513,455372
54.108,471534,454006,547871,475053,544036,387711,392654,483992,477227,418625,464803,529081,519543,453619,302741,414798,268321,370156,369828,464689
54.112,480667,469325,561674,475819,567062,398108,392609,498007,481704,426606,473798,544339,523833,459023,299493,420173,268945,371940,375090,470394
54.117,496592,480857,579199,475948,587292,405596,392433,509230,488308,434567,479549,567735,530048,463061,301795,424514,267552,373877,376310,479582
54.121,511553,486471,596068,477447,605539,413088,394799,521040,492777,433866,484334,587713,537421,464068,305137,426241,265336,374488,379648,487487
54.125,519246,492674,608272,479213,624354,420258,393707,536488,497050,432703,486795,600601,538563,466785,303277,423686,261670,374648,384022,493411
54.129,522690,504326,621203,477481,641503,421944,391737,550954,499471,436872,491094,607695,536907,469317,302913,421772,260244,377333,386071,494821
54.133,524820,516095,631675,473923,653293,422469,394959,557037,499952,439492,499203,610614,538868,462813,303578,424261,259769,378380,384214,492012
54.138,527224,524968,640873,473883,656786,424697,393098,563767,501491,434958,501296,609452,537333,455428,302604,423978,260967,374410,384266,492008
54.142,531375,529735,652563,477360,658721,425471,391440,574809,501410,429298,496059,601935,533621,454800,302782,418872,265070,368278,381861,492167
54.146,531954,530271,663404,479827,662227,425860,392918,578496,498887,427815,495321,595198,529050,455304,302679,414161,266672,367765,376142,492793
54.150,532508,526865,664844,482840,665266,427513,392101,578568,495275,422411,497225,595818,522786,452635,299467,412491,267325,365690,374453,491550
54.154,530163,524609,661522,485518,665176,425699,395238,576655,491147,420458,494987,590305,515532,450612,298137,407415,273257,361070,374927,482417
54.158,524734,521240,661922,489778,665152,421068,397898,571273,486402,415052,488019,579284,510545,448451,298766,401868,275334,358656,369055,469191
54.163,520036,516276,668664,501371,656032,414676,397636,562850,478440,405052,480069,568764,509143,443339,301676,394993,271969,353503,358864,458327
54.167,518389,511018,675167,506319,640651,415423,402208,550849,472105,398581,473912,555675,505512,438648,302771,389170,271323,346119,353289,447558
54.171,518593,504397,673939,505484,628852,413507,409894,537816,465854,391442,465239,543811,500123,437519,305169,386942,273028,345055,349535,440739
54.175,518879,497204,662306,508551,620647,407627,413570,525402,457538,383434,454895,533767,497371,436577,310298,379819,274912,344091,343551,432604
54.179,515089,490913,648752,514294,609156,402177,418220,516460,452446,377721,445408,525001,490305,434840,314832,371006,277416,339887,337651,421764
54.183,512510,486796,644501,526952,597037,395215,421889,507792,448945,372961,438489,516705,483860,433694,319138,366240,281046,337770,333948,410351
54.188,506656,479586,644790,535927,585183,391249,425540,494904,443463,369063,430746,501864,480110,433490,322272,365883,283059,332892,328209,404184
54.192,500869,466854,643805,539657,570471,389422,430331,481867,436174,365685,422626,482401,478207,430879,324749,363059,283894,327527,326263,399685
54.196,496976,455386,639748,545917,556183,385155,439057,468741,430815,360042,414542,469745,473668,425516,331760,361887,289675,323443,324397,392329
54.200,489777,450420,631173,551254,545948,378222,445966,456150,426109,354768,403519,465790,468375,423497,337085,360995,293140,319086,321378,385683
54.204,481167,449033,619669,561588,535567,374734,451737,448201,425769,352839,395772,462707,458664,425699,344423,356626,298956,314777,319543,376141
54.208,475890,444595,611348,572665,530027,376289,459043,441371,425263,352242,394729,459549,452110,424208,353193,354766,306859,314580,319090,366495
54.212,476331,440053,601875,582392,522411,375288,467100,437462,424232,348183,391156,453033,452443,423246,360465,354456,314679,312539,317818,364662
54.217,476983,437166,591431,591883,511048,370656,472387,430781,423970,346738,385592,446790,451181,423920,369195,349538,320915,311008,314965,362510
54.221,477007,434986,587525,600439,503996,370534,473885,423452,420529,344519,383303,442081,446641,421607,377731,346697,329091,312349,313131,358731
54.225,471718,431025,585209,610801,501880,369600,478844,420490,418322,342896,379534,436703,441026,416826,385618,347797,336315,312779,310521,356378
54.229,468695,427973,582163,621226,496766,365867,481131,414111,414375,338067,379596,429286,439874,414612,391536,346767,338020,309314,307667,354757
54.233,468745,422548,574209,627253,483665,363627,479466,409249,413072,335492,378319,426062,441062,415507,396968,344860,342190,306926,309429,349897
54.237,462710,417512,565028,628382,470443,366884,481430,404616,412950,336382,373664,427993,441314,415224,399451,344208,349231,307330,310428,348978
54.242,460135,419469,554609,633721,464958,368900,478109,400282,409583,338271,370951,429322,438835,413249,398267,343975,353043,307217,307713,346677
54.246,459032,420737,546491,640894,464426,362366,473633,397697,404153,340336,371623,429765,434095,411497,397881,344568,354645,305644,307750,343411
54.250,454474,413579,541974,647239,465878,359074,470812,395798,401530,333977,374007,428740,431696,407084,401881,342966,355434,306801,305458,344285
54.254,447335,403686,537359,650835,459527,356503,470974,394590,400451,326154,375204,426214,432630,404550,405841,338512,354742,308168,304526,345230
54.258,441854,399425,529964,650429,455403,355581,474613,391795,398099,329556,373920,422937,430397,400481,405573,337030,353657,308605,308482,344284
54.263,438159,401441,525337,653452,455492,349615,472573,389595,397213,335940,370380,419176,426504,400055,402592,335787,353534,306591,308311,340846
54.267,434477,400593,523483,651995,446295,346898,470059,389399,395498,331589,371532,414842,426126,401034,400034,332926,353041,304664,302136,338945
54.271,434331,401655,520867,642749,439158,348898,464206,391183,392254,328589,371057,415363,422734,400671,397354,329512,352074,304120,298949,337196
54.275,433780,401555,514422,636142,439222,346987,457299,390415,392658,331176,365862,415707,421353,399133,392873,330590,350253,304395,300891,335012
54.279,429188,397955,507490,634974,436289,341502,457198,385826,394836,332379,361197,409398,422828,395290,385427,331100,340279,300636,303600,335099
54.283,424853,395188,507516,633799,431296,339564,457096,383028,391771,333086,358792,405332,423622,395435,379751,328869,331163,297745,304440,335916
54.288,425297,391478,508811,629966,429338,339332,450523,383950,387963,330866,358050,401583,422195,397699,373771,327841,329757,300458,302375,337466
54.292,422027,388039,501748,627145,425636,339671,444004,384771,385662,330011,360309,398433,418740,398308,370235,329230,328051,302596,301045,339574
54.296,417335,388047,494608,623036,423208,339096,444548,381741,379477,328221,361203,398192,415276,396305,367787,332147,322966,303609,299028,338710
54.300,414693,385552,489666,618182,420365,338418,446594,380747,375677,325080,360037,397494,412942,389621,360646,331059,319522,304037,298468,334446
54.304,412589,382765,481629,615788,419090,337530,446653,377863,377773,326335,358964,395416,412633,382688,352028,327774,315541,303296,299534,328787
54.308,412302,386873,478055,610556,419385,334273,449616,370744,377995,325090,358918,393701,413293,381649,348210,328120,308431,302678,299896,326868
54.313,413036,387071,476521,604648,418582,332802,449922,367414,377276,326686,357196,392976,414507,382597,348985,329279,306519,300615,300554,327559
54.317,407068,383993,472698,604015,418171,330902,443783,370145,376363,326066,357632,391951,415367,383963,347140,328964,303913,299479,303535,327402
54.321,403423,382084,473127,606307,417060,328564,437704,371763,377581,323821,354041,389501,412788,386932,345401,326482,298680,302436,305487,328573
54.325,405411,381493,476113,605524,413851,325911,436920,369649,377262,322260,351751,388499,409372,389350,344317,324769,293694,305655,302289,330085
54.329,407960,381041,475474,603497,409639,326711,437738,368397,374657,321350,354044,389550,410627,388648,342303,324001,290399,303220,301170,331010
54.333,408869,380473,473255,602835,408250,326492,434529,368647,375409,321602,358494,387467,408945,392245,337171,325675,288532,296876,301703,332121
54.337,406192,381966,469494,601260,411841,324887,434801,371342,380260,322218,359537,387168,408032,400426,332621,329604,286207,296390,299902,330168
54.342,403049,381541,462210,594060,417030,322657,437004,375874,381089,321788,357159,390106,412291,404712,332895,330027,282231,300611,300177,327394
54.346,401371,378264,459648,590937,416359,322324,435084,374195,382133,320579,353837,389773,415994,404723,333268,325139,281808,299880,300432,325671
54.350,402469,382395,460857,594995,413935,327018,432008,371814,383651,320835,354908,389593,419946,407232,333430,324670,282231,298684,299332,325554
54.354,404726,388730,463024,589851,415253,331706,432068,371025,382122,322540,354098,389109,422525,410158,332351,326650,281215,297435,299312,328001
54.358,405801,386382,465356,582618,416398,329693,428791,372326,379810,323767,354009,390625,420827,408456,330678,327426,283041,300529,299925,331546
54.362,405186,381976,464504,585479,418989,326432,424561,374214,380161,323580,355206,394099,418533,409534,328302,330868,284431,300254,300052,330354
54.367,403570,384407,463798,587225,420789,325434,423470,372776,382025,325976,354397,394725,422781,413752,325877,331544,283887,299341,297738,328319
54.371,405551,387883,465756,584431,416202,328609,422220,371945,383633,327640,353901,394315,429101,414313,323282,332417,279459,299818,298106,325110
54.375,408558,393352,462198,578095,413036,331461,417896,372337,386955,327072,356072,394605,428161,416488,321685,333669,278373,300340,298904,324660
54.379,408275,396321,459675,568430,413645,334119,417270,377266,390159,326658,358751,393951,428056,422725,321787,334073,279579,300379,298840,326939
54.383,412352,396598,461562,561484,415047,335231,418149,381994,390176,326521,358788,394970,432760,422078,320709,336159,279379,299393,298859,330814
54.388,414058,398919,465504,551764,417555,330884,415581,384148,388226,327303,359179,400519,434110,420742,321624,337367,279464,295980,299968,330378
54.392,408569,401934,468177,542949,417666,328957,414316,379012,389306,328370,362205,404559,430660,425965,322222,341277,276756,295971,299920,327824
54.396,405558,401409,471240,538466,417532,333372,413282,375618,388786,326378,363667,399676,430181,427491,319637,344657,271271,298727,296797,326090
54.400,409706,401093,471617,533968,415972,334876,412881,380500,388116,325939,363531,396409,427295,425888,314001,347114,270495,301219,300066,325454
54.404,411508,403734,466882,529338,415307,332256,411715,383459,389865,327508,361407,392359,422935,421752,310968,346313,275113,299674,304273,327272
54.408,409240,402237,467937,527641,415961,333318,408536,381454,391245,328272,361399,389725,424487,416958,312320,344680,275163,298808,302249,327382
54.413,407112,402849,466354,523682,412503,335953,403950,380218,390462,329449,361665,388026,424724,416363,315433,345095,271828,300726,298905,325039
54.417,405612,401787,463734,518656,410032,336585,401097,382029,389350,327898,362147,386145,420279,416633,316338,343984,270717,300371,297278,327373
54.421,405605,396910,460525,515230,412198,335697,402134,381764,386053,326567,361255,385984,417483,413974,312677,342042,271114,298154,295570,329110
54.425,405501,397450,457064,513483,415019,334406,401606,377092,381281,325984,360759,382092,417620,410478,309314,340191,274274,294904,296326,328645
54.429,402643,395408,454165,509900,414692,334926,403022,375373,377767,324203,359881,379248,415599,407092,307760,337840,273274,293842,299880,329462
54.433,399183,390824,453953,506999,410737,336836,404728,375611,377162,323412,358009,381552,415606,403339,306233,337387,269804,293435,302178,326813
54.438,400009,385762,454245,501290,406385,335666,403844,379563,378363,320145,354472,383626,417525,399164,310025,338918,270764,294295,301780,325316
54.442,401043,380793,453646,498999,403764,331411,405162,378259,380022,322458,353532,381679,413993,398846,315319,338209,273054,294958,301587,327471
54.446,400767,380189,453071,501925,404053,331308,410077,373543,381265,327161,353731,375827,408647,400321,314486,338055,274222,296033,302799,327184
54.450,401050,383535,455071,503764,407272,333227,413538,371611,380837,327391,352892,373848,409644,398949,309017,337978,274313,299475,302611,327775
54.454,401366,385024,454479,499575,405194,333472,411557,372475,380096,326070,355102,375801,414432,397690,305407,336088,274543,301941,302210,327976
54.458,399491,384360,450341,497556,400379,328461,408168,373154,380328,326126,357704,374668,416763,400462,306904,335152,276209,300744,301701,329213
54.462,396944,382610,452588,500443,402058,324965,410143,374875,382859,327120,357995,374992,417235,400131,308136,333740,279037,297851,298466,331054
54.467,396745,384701,456980,500909,400603,326651,411798,375625,386840,329427,361674,380044,419912,401201,307665,332496,275565,295347,296316,329673
54.471,402257,387772,459858,506771,398312,326303,409387,374699,388020,332064,364231,382841,424645,399635,309924,333292,270046,296538,296330,329039
54.475,404641,384619,458378,507862,403586,325424,406019,373520,389508,335175,364038,385161,431468,403330,313900,335595,270334,296205,294649,327768
54.479,404268,385971,452858,497940,410176,327697,406249,374007,391689,339742,367479,390430,434674,417557,311481,338211,273624,299670,293326,327409
54.483,410170,393946,453324,490996,414955,331931,409639,379360,398636,338331,373220,393375,441069,425746,312360,338853,275253,297473,294235,331123
54.487,416199,398310,458845,494776,423130,335759,413769,384297,406069,335438,378906,396635,451325,428145,319392,337223,273471,297769,295476,335412
54.492,422222,403265,471676,497663,432294,338073,415479,384465,410869,338482,382085,401701,464008,431376,319802,337928,269897,298406,298433,337291
54.496,427100,412877,484117,499599,440857,339950,412408,387687,416129,342288,384352,404605,472770,442568,316996,341853,269012,298435,302471,338075
54.500,434241,415833,498507,497661,447512,342812,411431,394631,423317,342887,390853,408631,481814,452404,318396,345481,271752,298561,300081,339497
54.504,447446,412215,512470,498069,456348,350246,411976,401121,438131,346078,398736,419612,496450,462721,322925,349279,274173,297870,296558,341834
54.508,466360,415677,526833,500448,468796,354207,414103,405410,454054,350960,404080,432980,507348,472369,326987,355157,274652,298574,296189,345648
54.513,483202,429099,538166,496962,484281,356465,413427,411733,465789,353117,409390,446247,517467,485568,325305,360096,274777,302108,297224,348284
54.517,497593,441078,547598,494255,500631,358172,411194,419594,479445,353826,420497,457737,531804,504027,323748,359848,271451,303924,298761,352630
54.521,507645,446019,564731,494171,516953,363118,412987,426122,493501,358825,430152,468203,549553,520814,321416,360397,269074,303254,298400,360272
54.525,517928,453890,588717,494083,535999,371318,412923,433518,505269,367071,438164,482139,569219,534980,318844,365610,268676,304564,296238,365031
54.529,532207,464872,620125,489993,556827,377298,410985,442542,518994,370946,447555,494815,589101,551859,320331,370117,269641,306116,298305,366883
54.533,551893,476641,657982,488120,578689,384234,411638,451275,533402,371535,452612,506738,612045,566326,322621,373120,273182,306322,302996,371557
54.538,572562,492586,692347,486885,605507,393562,408591,462678,549007,371694,459555,517760,634689,582734,322214,379798,274206,306022,309159,373981
54.542,594265,507406,724692,483508,633326,404817,405129,475318,565340,374024,471404,527005,657222,606877,323418,385947,273363,306211,310602,377094
54.546,615609,518816,760972,482757,661175,412613,409433,488210,576684,377434,480385,539162,678838,627457,322571,388077,271304,308667,310347,381056
54.550,637131,531575,790114,482912,683834,416899,412897,500077,590312,381276,488387,548808,696567,640408,318945,389631,267439,308407,312282,387245
54.554,662912,545591,823979,484646,708842,421554,409174,501152,606918,388424,493061,554279,711798,649967,314945,396722,266600,307492,312781,395070
54.558,686662,559845,865475,483832,735287,426643,403094,499408,622288,395692,497127,562183,724329,658868,314260,405542,271240,305635,312248,400175
54.563,705602,574610,909266,478994,758677,431091,400637,506489,635480,396029,506687,571966,737185,666564,315974,411073,274047,304149,313840,404876
54.567,717021,591665,944013,479247,777193,438333,400463,518840,649319,397689,513525,575481,750703,675132,318028,414770,273291,303538,314146,410823
54.571,721886,602374,969790,482325,795292,448574,401212,528934,660330,399782,517516,574685,747087,684820,317111,418576,271936,310076,313183,414819
54.575,725290,608563,1007174,484562,813765,455643,403556,533435,665793,400892,517805,577647,730099,685335,312745,422986,268828,314773,315358,418674
54.579,729885,615705,1045137,488385,837932,459119,404275,533261,664705,402930,510788,586583,717351,681576,311971,427241,266012,313408,319434,421991
54.583,737865,624381,1057599,491655,857297,464307,402273,532856,660078,402770,504453,591321,709384,684511,312233,426742,265116,316327,321166,426167
54.587,751930,631185,1058774,494666,864943,470951,403260,530702,662429,401772,502754,584918,700068,683543,312253,424330,268222,318112,320410,425451
54.592,759352,630220,1071671,498255,867271,475886,405348,530262,661833,397454,500062,578319,689310,675182,311783,428845,269430,319561,320083,418745
54.596,756814,622967,1085261,508669,861628,473068,407675,529525,653310,394739,495612,575378,678344,666609,313928,431409,266396,322650,321348,417964
54.600,745199,625740,1088029,522570,853529,468558,412196,528491,645465,396612,490064,568581,671723,654799,317060,430059,268327,324232,321507,418348
54.604,728083,628473,1074056,533878,846560,463733,416130,526914,630347,396105,482263,556326,662822,638932,318705,426267,269167,324006,322039,410995
54.608,715273,626491,1040912,545894,835990,462337,420575,525888,614118,394858,475428,543138,643097,625279,319586,419806,269984,321838,321371,405924
54.612,702601,623149,999202,563202,813740,463396,426764,524221,604168,394975,467808,535479,622081,609658,319173,411159,271171,321459,321117,404512
54.617,683476,615280,969696,592382,780533,464061,436621,511503,595525,392998,457435,528019,601566,588618,321469,405877,271604,321145,321484,405127
54.621,662497,601146,946268,621387,750290,459501,445700,497503,582081,386523,448189,514738,583017,569979,328641,405552,272561,321840,322410,403388
54.625,642712,585169,919154,640350,726037,451747,450396,485791,563771,378959,438781,498822,569007,558318,333077,404740,273064,324470,322438,398939
54.629,621444,570128,884553,661591,698665,441410,459219,474315,543083,372291,429301,486364,553421,546710,336706,401038,271618,325854,323382,387210
